time,robot_x,robot_y,robot_z,synthetic_coverage,observed_coverage,observed_voxels,free_voxels,occupied_voxels,unknown_voxels,frontier_count,path_length,sensor_cloud_points,mapping_source,environment_model
1780143733.150,-16.158,-39.328,2.000,0.708586,0.708586,6553,6151,402,2695,1535,240.077,102,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143733.423,-16.007,-38.747,2.000,0.708586,0.708586,6553,6151,402,2695,1535,240.676,99,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143733.668,-15.893,-38.312,2.000,0.708586,0.708586,6553,6151,402,2695,1535,241.127,102,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143733.919,-16.036,-38.332,1.960,0.708586,0.708586,6553,6151,402,2695,1535,241.276,114,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143734.159,-16.751,-38.436,1.760,0.708586,0.708586,6553,6151,402,2695,1535,242.026,121,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143734.399,-17.337,-38.487,1.600,0.708586,0.708586,6553,6151,402,2695,1535,242.636,124,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143734.652,-18.086,-38.511,1.600,0.708586,0.708586,6553,6151,402,2695,1535,243.386,140,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143734.908,-18.220,-39.095,1.600,0.708586,0.708586,6553,6151,402,2695,1535,243.986,141,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143735.164,-18.276,-39.692,1.600,0.708586,0.708586,6553,6151,402,2695,1535,244.587,155,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143735.420,-18.302,-40.442,1.600,0.708586,0.708586,6553,6151,402,2695,1535,245.337,160,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143735.661,-18.313,-41.191,1.600,0.708586,0.708586,6553,6151,402,2695,1535,246.087,153,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143735.913,-18.315,-41.791,1.600,0.708586,0.708586,6553,6151,402,2695,1535,246.687,136,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143736.161,-18.461,-42.281,1.600,0.708586,0.708586,6553,6151,402,2695,1535,247.287,116,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143736.417,-19.193,-42.426,1.600,0.708586,0.708586,6553,6151,402,2695,1535,248.037,133,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143736.650,-19.941,-42.487,1.600,0.708586,0.708586,6553,6151,402,2695,1535,248.787,115,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143736.900,-20.541,-42.506,1.600,0.708586,0.708586,6553,6151,402,2695,1535,249.387,114,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143737.150,-21.140,-42.514,1.600,0.708586,0.708586,6553,6151,402,2695,1535,249.987,113,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143737.410,-21.890,-42.516,1.600,0.708586,0.708586,6553,6151,402,2695,1535,250.737,118,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143737.651,-22.490,-42.517,1.600,0.708586,0.708586,6553,6151,402,2695,1535,251.337,114,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143737.917,-23.240,-42.518,1.600,0.708586,0.708586,6553,6151,402,2695,1535,252.087,111,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143738.161,-23.990,-42.518,1.600,0.708586,0.708586,6553,6151,402,2695,1535,252.837,106,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143738.401,-24.590,-42.518,1.600,0.708586,0.708586,6553,6151,402,2695,1535,253.437,101,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143738.658,-25.190,-42.518,1.600,0.708586,0.708586,6553,6151,402,2695,1535,254.037,104,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143738.900,-25.940,-42.518,1.600,0.708586,0.708586,6553,6151,402,2695,1535,254.787,116,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143739.151,-26.540,-42.518,1.600,0.708586,0.708586,6553,6151,402,2695,1535,255.387,130,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143739.424,-27.290,-42.518,1.600,0.708586,0.708586,6553,6151,402,2695,1535,256.137,125,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143739.651,-28.040,-42.518,1.600,0.708586,0.708586,6553,6151,402,2695,1535,256.887,121,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143739.901,-28.427,-42.805,1.625,0.708586,0.708586,6553,6151,402,2695,1535,257.489,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143740.179,-28.601,-43.379,1.650,0.708586,0.708586,6553,6151,402,2695,1535,258.091,125,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143740.401,-28.774,-43.953,1.675,0.708586,0.708586,6553,6151,402,2695,1535,258.693,125,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143740.653,-28.948,-44.528,1.700,0.708586,0.708586,6553,6151,402,2695,1535,259.295,133,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143740.902,-29.122,-45.102,1.725,0.708586,0.708586,6553,6151,402,2695,1535,259.897,138,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143741.170,-29.295,-45.676,1.750,0.708586,0.708586,6553,6151,402,2695,1535,260.499,139,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143741.413,-29.512,-46.394,1.773,0.708586,0.708586,6553,6151,402,2695,1535,261.251,135,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143741.661,-29.686,-46.968,1.795,0.708586,0.708586,6553,6151,402,2695,1535,261.852,142,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143741.904,-29.859,-47.543,1.818,0.708586,0.708586,6553,6151,402,2695,1535,262.454,149,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143742.166,-30.033,-48.117,1.841,0.708586,0.708586,6553,6151,402,2695,1535,263.056,155,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143742.404,-30.250,-48.835,1.864,0.708586,0.708586,6553,6151,402,2695,1535,263.807,145,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143742.670,-30.424,-49.409,1.886,0.708586,0.708586,6553,6151,402,2695,1535,264.409,132,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143742.923,-30.641,-50.127,1.909,0.708586,0.708586,6553,6151,402,2695,1535,265.161,120,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143743.167,-30.814,-50.701,1.932,0.708586,0.708586,6553,6151,402,2695,1535,265.762,116,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143743.417,-31.031,-51.419,1.949,0.708586,0.708586,6553,6151,402,2695,1535,266.513,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143743.654,-31.205,-51.993,1.966,0.708586,0.708586,6553,6151,402,2695,1535,267.114,126,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143743.931,-31.379,-52.568,1.983,0.708586,0.708586,6553,6151,402,2695,1535,267.715,152,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143744.165,-31.552,-53.142,2.000,0.708586,0.708586,6553,6151,402,2695,1535,268.316,149,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143744.421,-31.610,-53.282,2.000,0.708586,0.708586,6553,6151,402,2695,1535,269.066,149,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143744.671,-31.465,-52.699,2.000,0.708586,0.708586,6553,6151,402,2695,1535,269.666,151,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143744.919,-31.321,-52.117,2.000,0.708586,0.708586,6553,6151,402,2695,1535,270.266,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143745.168,-31.176,-51.534,2.000,0.708586,0.708586,6553,6151,402,2695,1535,270.866,113,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143745.404,-30.995,-50.806,2.000,0.708586,0.708586,6553,6151,402,2695,1535,271.616,109,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143745.663,-30.850,-50.224,2.000,0.708586,0.708586,6553,6151,402,2695,1535,272.216,101,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143745.921,-30.669,-49.496,2.000,0.708586,0.708586,6553,6151,402,2695,1535,272.966,115,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143746.171,-30.525,-48.914,2.000,0.708586,0.708586,6553,6151,402,2695,1535,273.566,123,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143746.413,-30.380,-48.332,2.000,0.708586,0.708586,6553,6151,402,2695,1535,274.166,124,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143746.655,-30.235,-47.750,2.000,0.708586,0.708586,6553,6151,402,2695,1535,274.766,126,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143746.921,-30.054,-47.022,2.000,0.708586,0.708586,6553,6151,402,2695,1535,275.516,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143747.171,-29.910,-46.439,2.000,0.708586,0.708586,6553,6151,402,2695,1535,276.116,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143747.432,-29.729,-45.712,2.000,0.708586,0.708586,6553,6151,402,2695,1535,276.866,126,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143747.670,-29.584,-45.129,2.000,0.708586,0.708586,6553,6151,402,2695,1535,277.466,112,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143747.904,-29.403,-44.402,2.000,0.708586,0.708586,6553,6151,402,2695,1535,278.216,110,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143748.181,-29.259,-43.819,2.000,0.708586,0.708586,6553,6151,402,2695,1535,278.816,108,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143748.421,-29.114,-43.237,2.000,0.708586,0.708586,6553,6151,402,2695,1535,279.416,107,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143748.653,-28.969,-42.655,2.000,0.708586,0.708586,6553,6151,402,2695,1535,280.016,101,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143748.904,-28.788,-41.927,2.000,0.708586,0.708586,6553,6151,402,2695,1535,280.766,104,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143749.163,-28.644,-41.345,2.000,0.708586,0.708586,6553,6151,402,2695,1535,281.366,106,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143749.404,-28.463,-40.617,2.000,0.708586,0.708586,6553,6151,402,2695,1535,282.116,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143749.655,-28.318,-40.034,2.000,0.708586,0.708586,6553,6151,402,2695,1535,282.716,117,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143749.928,-28.137,-39.306,2.000,0.708586,0.708586,6553,6151,402,2695,1535,283.466,105,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143750.154,-27.992,-38.724,2.000,0.708586,0.708586,6553,6151,402,2695,1535,284.066,102,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143750.412,-27.932,-38.423,1.960,0.708586,0.708586,6553,6151,402,2695,1535,284.665,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143750.663,-28.168,-39.096,1.760,0.708586,0.708586,6553,6151,402,2695,1535,285.406,130,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143750.916,-28.251,-39.677,1.600,0.708586,0.708586,6553,6151,402,2695,1535,286.018,144,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143751.171,-28.298,-40.275,1.600,0.708586,0.708586,6553,6151,402,2695,1535,286.618,145,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143751.423,-28.309,-41.025,1.600,0.708586,0.708586,6553,6151,402,2695,1535,287.368,129,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143751.665,-28.313,-41.625,1.600,0.708586,0.708586,6553,6151,402,2695,1535,287.968,126,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143751.921,-28.316,-42.375,1.600,0.708586,0.708586,6553,6151,402,2695,1535,288.718,117,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143752.163,-28.317,-43.125,1.600,0.708586,0.708586,6553,6151,402,2695,1535,289.468,125,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143752.432,-28.317,-43.725,1.600,0.708586,0.708586,6553,6151,402,2695,1535,290.068,125,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143752.656,-28.317,-44.325,1.600,0.708586,0.708586,6553,6151,402,2695,1535,290.668,131,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143752.922,-28.317,-45.075,1.600,0.708586,0.708586,6553,6151,402,2695,1535,291.418,135,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143753.186,-28.317,-45.675,1.600,0.708586,0.708586,6553,6151,402,2695,1535,292.018,132,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143753.423,-28.317,-46.425,1.600,0.708586,0.708586,6553,6151,402,2695,1535,292.768,138,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143753.668,-28.317,-47.175,1.600,0.708586,0.708586,6553,6151,402,2695,1535,293.518,143,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143753.917,-28.317,-47.775,1.600,0.708586,0.708586,6553,6151,402,2695,1535,294.118,147,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143754.157,-28.317,-48.375,1.600,0.708586,0.708586,6553,6151,402,2695,1535,294.718,152,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143754.424,-28.121,-49.052,1.644,0.708586,0.708586,6553,6151,402,2695,1535,295.473,133,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143754.687,-27.728,-49.505,1.689,0.708586,0.708586,6553,6151,402,2695,1535,296.079,138,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143754.910,-27.335,-49.958,1.733,0.708586,0.708586,6553,6151,402,2695,1535,296.684,129,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143755.158,-26.942,-50.412,1.778,0.708586,0.708586,6553,6151,402,2695,1535,297.289,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143755.426,-26.451,-50.979,1.822,0.708586,0.708586,6553,6151,402,2695,1535,298.044,112,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143755.664,-26.058,-51.432,1.867,0.708586,0.708586,6553,6151,402,2695,1535,298.649,104,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143755.914,-25.567,-51.998,1.911,0.708586,0.708586,6553,6151,402,2695,1535,299.404,103,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143756.160,-25.174,-52.452,1.951,0.708586,0.708586,6553,6151,402,2695,1535,300.010,111,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143756.433,-24.683,-53.019,1.978,0.708586,0.708586,6553,6151,402,2695,1535,300.761,110,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143756.659,-24.290,-53.472,2.000,0.708586,0.708586,6553,6151,402,2695,1535,301.363,100,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143756.911,-24.065,-53.534,1.920,0.708586,0.708586,6553,6151,402,2695,1535,302.111,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143757.158,-24.237,-52.840,1.720,0.708586,0.708586,6553,6151,402,2695,1535,302.853,115,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143757.419,-24.189,-52.267,1.658,0.708586,0.708586,6553,6151,402,2695,1535,303.456,110,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143757.669,-24.013,-51.693,1.676,0.708586,0.708586,6553,6151,402,2695,1535,304.057,106,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143757.928,-23.837,-51.120,1.694,0.708586,0.708586,6553,6151,402,2695,1535,304.658,103,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143758.185,-23.661,-50.546,1.712,0.708586,0.708586,6553,6151,402,2695,1535,305.259,109,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143758.426,-23.441,-49.829,1.730,0.708586,0.708586,6553,6151,402,2695,1535,306.010,111,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143758.675,-23.265,-49.256,1.748,0.708586,0.708586,6553,6151,402,2695,1535,306.611,113,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143758.939,-23.045,-48.539,1.765,0.708586,0.708586,6553,6151,402,2695,1535,307.362,142,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143759.162,-22.869,-47.965,1.782,0.708586,0.708586,6553,6151,402,2695,1535,307.962,135,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143759.412,-22.693,-47.392,1.798,0.708586,0.708586,6553,6151,402,2695,1535,308.563,136,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143759.675,-22.517,-46.819,1.815,0.708586,0.708586,6553,6151,402,2695,1535,309.164,129,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143759.937,-22.297,-46.101,1.832,0.708586,0.708586,6553,6151,402,2695,1535,309.915,128,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143760.159,-22.121,-45.528,1.849,0.708586,0.708586,6553,6151,402,2695,1535,310.516,127,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143760.409,-21.901,-44.811,1.866,0.708586,0.708586,6553,6151,402,2695,1535,311.267,123,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143760.682,-21.725,-44.238,1.882,0.708586,0.708586,6553,6151,402,2695,1535,311.867,118,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143760.925,-21.505,-43.521,1.897,0.708586,0.708586,6553,6151,402,2695,1535,312.618,112,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143761.189,-21.329,-42.946,1.912,0.708586,0.708586,6553,6151,402,2695,1535,313.219,118,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143761.411,-21.153,-42.373,1.926,0.708586,0.708586,6553,6151,402,2695,1535,313.820,119,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143761.688,-20.977,-41.799,1.941,0.708586,0.708586,6553,6151,402,2695,1535,314.421,121,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143761.929,-20.757,-41.082,1.956,0.708586,0.708586,6553,6151,402,2695,1535,315.172,126,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143762.160,-20.581,-40.508,1.971,0.708586,0.708586,6553,6151,402,2695,1535,315.773,129,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143762.422,-20.361,-39.792,1.985,0.708586,0.708586,6553,6151,402,2695,1535,316.523,121,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143762.661,-20.185,-39.218,2.000,0.708586,0.708586,6553,6151,402,2695,1535,317.124,89,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143762.911,-19.965,-38.501,2.000,0.708586,0.708586,6553,6151,402,2695,1535,317.874,96,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143763.180,-19.877,-38.214,2.000,0.708586,0.708586,6553,6151,402,2695,1535,318.174,97,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143763.419,-19.923,-38.350,1.960,0.708586,0.708586,6553,6151,402,2695,1535,318.323,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143763.659,-20.153,-39.031,1.760,0.708586,0.708586,6553,6151,402,2695,1535,319.070,137,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143763.918,-20.262,-39.602,1.600,0.708586,0.708586,6553,6151,402,2695,1535,319.677,153,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143764.174,-20.298,-40.201,1.600,0.708586,0.708586,6553,6151,402,2695,1535,320.277,150,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143764.446,-20.309,-40.950,1.600,0.708586,0.708586,6553,6151,402,2695,1535,321.027,143,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143764.665,-20.314,-41.550,1.600,0.708586,0.708586,6553,6151,402,2695,1535,321.627,140,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143764.910,-20.316,-42.300,1.600,0.708586,0.708586,6553,6151,402,2695,1535,322.377,116,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143765.177,-20.317,-42.900,1.600,0.708586,0.708586,6553,6151,402,2695,1535,322.977,117,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143765.409,-20.317,-43.500,1.600,0.708586,0.708586,6553,6151,402,2695,1535,323.577,115,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143765.669,-20.317,-44.250,1.600,0.708586,0.708586,6553,6151,402,2695,1535,324.327,138,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143765.921,-20.317,-44.850,1.600,0.708586,0.708586,6553,6151,402,2695,1535,324.927,148,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143766.162,-20.317,-45.451,1.600,0.708586,0.708586,6553,6151,402,2695,1535,325.527,149,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143766.428,-20.317,-46.200,1.600,0.708586,0.708586,6553,6151,402,2695,1535,326.277,149,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143766.678,-20.317,-46.800,1.600,0.708586,0.708586,6553,6151,402,2695,1535,326.876,153,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143766.926,-20.317,-47.550,1.600,0.708586,0.708586,6553,6151,402,2695,1535,327.626,160,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143767.161,-20.317,-48.300,1.600,0.708586,0.708586,6553,6151,402,2695,1535,328.377,156,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143767.414,-20.317,-48.900,1.600,0.708586,0.708586,6553,6151,402,2695,1535,328.976,150,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143767.678,-20.317,-49.500,1.600,0.708586,0.708586,6553,6151,402,2695,1535,329.576,149,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143767.932,-20.094,-50.151,1.650,0.708586,0.708586,6553,6151,402,2695,1535,330.332,117,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143768.180,-19.650,-50.553,1.700,0.708586,0.708586,6553,6151,402,2695,1535,330.937,110,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143768.411,-19.205,-50.955,1.750,0.708586,0.708586,6553,6151,402,2695,1535,331.542,110,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143768.674,-18.760,-51.357,1.800,0.708586,0.708586,6553,6151,402,2695,1535,332.147,105,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143768.926,-18.204,-51.860,1.850,0.708586,0.708586,6553,6151,402,2695,1535,332.903,96,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143769.174,-17.759,-52.262,1.900,0.708586,0.708586,6553,6151,402,2695,1535,333.508,101,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143769.431,-17.203,-52.765,1.950,0.708586,0.708586,6553,6151,402,2695,1535,334.263,107,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143769.661,-16.758,-53.168,1.990,0.708694,0.708694,6554,6152,402,2694,1536,334.869,101,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143769.915,-16.201,-53.670,2.000,0.709451,0.709451,6561,6159,402,2687,1538,335.619,100,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143770.177,-15.979,-53.872,2.000,0.711397,0.711397,6579,6175,404,2669,1539,335.919,100,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143770.418,-16.191,-53.660,2.000,0.711397,0.711397,6579,6175,404,2669,1539,336.219,100,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143770.676,-16.615,-53.235,2.000,0.711397,0.711397,6579,6175,404,2669,1539,336.819,93,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143770.927,-17.103,-53.115,1.920,0.711721,0.711721,6582,6178,404,2666,1539,337.421,106,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143771.194,-17.657,-53.299,1.760,0.711721,0.711721,6582,6178,404,2666,1539,338.027,107,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143771.421,-18.151,-53.148,1.600,0.711721,0.711721,6582,6178,404,2666,1539,338.787,123,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143771.673,-18.272,-52.562,1.600,0.711721,0.711721,6582,6178,404,2666,1539,339.388,130,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143771.922,-18.304,-51.813,1.600,0.711721,0.711721,6582,6178,404,2666,1539,340.137,117,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143772.162,-18.881,-51.645,1.600,0.711721,0.711721,6582,6178,404,2666,1539,340.737,125,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143772.429,-19.473,-51.574,1.600,0.711721,0.711721,6582,6178,404,2666,1539,341.337,132,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143772.690,-20.071,-51.534,1.600,0.711721,0.711721,6582,6178,404,2666,1539,341.936,122,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
1780143772.929,-20.822,-51.524,1.600,0.711721,0.711721,6582,6178,404,2666,1539,342.687,117,simulated_local_sensor_fallback_garage_v1_mesh_bbox,garage_v1
