x,y,z
-25.370,-52.225,1.911
-25.272,-52.339,1.911
-25.174,-52.452,1.951
-25.076,-52.566,1.956
-24.978,-52.679,1.956
-24.879,-52.792,1.956
-24.781,-52.905,1.978
-24.683,-53.019,1.978
-24.585,-53.132,1.978
-24.486,-53.246,1.978
-24.388,-53.359,2.000
-24.290,-53.472,2.000
-24.192,-53.586,2.000
-24.094,-53.699,2.000
-23.995,-53.812,2.000
-24.030,-53.673,1.960
-24.065,-53.534,1.920
-24.099,-53.394,1.880
-24.134,-53.255,1.840
-24.168,-53.116,1.800
-24.203,-52.978,1.760
-24.237,-52.840,1.720
-24.271,-52.703,1.680
-24.277,-52.553,1.640
-24.233,-52.410,1.658
-24.189,-52.267,1.658
-24.145,-52.123,1.658
-24.101,-51.980,1.676
-24.057,-51.837,1.676
-24.013,-51.693,1.676
-23.969,-51.550,1.676
-23.925,-51.406,1.676
-23.881,-51.263,1.694
-23.837,-51.120,1.694
-23.793,-50.976,1.694
-23.749,-50.833,1.712
-23.705,-50.690,1.712
-23.661,-50.546,1.712
-23.617,-50.403,1.712
-23.573,-50.259,1.712
-23.529,-50.116,1.712
-23.485,-49.973,1.730
-23.441,-49.829,1.730
-23.397,-49.686,1.730
-23.353,-49.543,1.748
-23.309,-49.399,1.748
-23.265,-49.256,1.748
-23.221,-49.112,1.748
-23.177,-48.969,1.748
-23.133,-48.825,1.748
-23.089,-48.683,1.765
-23.045,-48.539,1.765
-23.001,-48.396,1.765
-22.957,-48.252,1.782
-22.913,-48.109,1.782
-22.869,-47.965,1.782
-22.825,-47.822,1.782
-22.781,-47.679,1.782
-22.737,-47.535,1.798
-22.693,-47.392,1.798
-22.649,-47.249,1.798
-22.605,-47.105,1.815
-22.561,-46.962,1.815
-22.517,-46.819,1.815
-22.473,-46.675,1.815
-22.429,-46.531,1.815
-22.385,-46.388,1.815
-22.341,-46.245,1.832
-22.297,-46.101,1.832
-22.253,-45.958,1.832
-22.209,-45.815,1.849
-22.165,-45.671,1.849
-22.121,-45.528,1.849
-22.077,-45.385,1.849
-22.033,-45.242,1.849
-21.989,-45.098,1.849
-21.945,-44.955,1.866
-21.901,-44.811,1.866
-21.857,-44.668,1.866
-21.813,-44.524,1.866
-21.769,-44.381,1.882
-21.725,-44.238,1.882
-21.681,-44.094,1.882
-21.637,-43.951,1.882
-21.593,-43.807,1.882
-21.549,-43.664,1.897
-21.505,-43.521,1.897
-21.461,-43.377,1.897
-21.417,-43.233,1.912
-21.373,-43.090,1.912
-21.329,-42.946,1.912
-21.285,-42.803,1.912
-21.241,-42.660,1.912
-21.197,-42.517,1.926
-21.153,-42.373,1.926
-21.109,-42.230,1.926
-21.065,-42.086,1.926
-21.021,-41.943,1.941
-20.977,-41.799,1.941
-20.933,-41.656,1.941
-20.889,-41.513,1.941
-20.845,-41.369,1.941
-20.801,-41.226,1.956
-20.757,-41.082,1.956
-20.713,-40.939,1.956
-20.669,-40.795,1.956
-20.625,-40.652,1.971
-20.581,-40.508,1.971
-20.537,-40.365,1.971
-20.493,-40.222,1.971
-20.449,-40.078,1.971
-20.405,-39.935,1.985
-20.361,-39.792,1.985
-20.317,-39.648,1.985
-20.273,-39.505,1.985
-20.229,-39.361,1.985
-20.185,-39.218,2.000
-20.141,-39.074,2.000
-20.097,-38.931,2.000
-20.053,-38.788,2.000
-20.009,-38.644,2.000
-19.965,-38.501,2.000
-19.921,-38.357,2.000
-19.877,-38.214,2.000
-19.923,-38.350,1.960
-19.969,-38.487,1.920
-20.015,-38.623,1.880
-20.061,-38.760,1.840
-20.107,-38.896,1.800
-20.153,-39.031,1.760
-20.199,-39.167,1.720
-20.244,-39.303,1.680
-20.253,-39.455,1.639
-20.262,-39.602,1.600
-20.271,-39.752,1.600
-20.280,-39.901,1.600
-20.289,-40.051,1.600
-20.298,-40.201,1.600
-20.300,-40.350,1.600
-20.302,-40.500,1.600
-20.305,-40.650,1.600
-20.307,-40.802,1.600
-20.309,-40.950,1.600
-20.311,-41.100,1.600
-20.313,-41.250,1.600
-20.314,-41.400,1.600
-20.314,-41.550,1.600
-20.315,-41.700,1.600
-20.315,-41.850,1.600
-20.315,-42.000,1.600
-20.316,-42.150,1.600
-20.316,-42.300,1.600
-20.316,-42.450,1.600
-20.317,-42.600,1.600
-20.317,-42.750,1.600
-20.317,-42.900,1.600
-20.317,-43.050,1.600
-20.317,-43.200,1.600
-20.317,-43.350,1.600
-20.317,-43.500,1.600
-20.317,-43.650,1.600
-20.317,-43.800,1.600
-20.317,-43.950,1.600
-20.317,-44.100,1.600
-20.317,-44.250,1.600
-20.317,-44.400,1.600
-20.317,-44.550,1.600
-20.317,-44.700,1.600
-20.317,-44.850,1.600
-20.317,-45.000,1.600
-20.317,-45.150,1.600
-20.317,-45.300,1.600
-20.317,-45.451,1.600
-20.317,-45.600,1.600
-20.317,-45.750,1.600
-20.317,-45.900,1.600
-20.317,-46.050,1.600
-20.317,-46.200,1.600
-20.317,-46.350,1.600
-20.317,-46.500,1.600
-20.317,-46.650,1.600
-20.317,-46.800,1.600
-20.317,-46.950,1.600
-20.317,-47.100,1.600
-20.317,-47.250,1.600
-20.317,-47.400,1.600
-20.317,-47.550,1.600
-20.317,-47.700,1.600
-20.317,-47.850,1.600
-20.317,-48.000,1.600
-20.317,-48.150,1.600
-20.317,-48.300,1.600
-20.317,-48.450,1.600
-20.317,-48.600,1.600
-20.317,-48.750,1.600
-20.317,-48.900,1.600
-20.317,-49.050,1.600
-20.317,-49.200,1.600
-20.317,-49.350,1.600
-20.317,-49.500,1.600
-20.317,-49.650,1.600
-20.317,-49.800,1.600
-20.317,-49.950,1.600
-20.206,-50.050,1.640
-20.094,-50.151,1.650
-19.983,-50.252,1.650
-19.873,-50.352,1.690
-19.761,-50.452,1.700
-19.650,-50.553,1.700
-19.539,-50.654,1.700
-19.427,-50.754,1.700
-19.317,-50.854,1.740
-19.205,-50.955,1.750
-19.094,-51.056,1.750
-18.982,-51.156,1.750
-18.872,-51.257,1.790
-18.760,-51.357,1.800
-18.649,-51.458,1.800
-18.538,-51.558,1.800
-18.427,-51.659,1.800
-18.315,-51.759,1.840
-18.204,-51.860,1.850
-18.093,-51.961,1.850
-17.981,-52.061,1.850
-17.870,-52.162,1.890
-17.759,-52.262,1.900
-17.648,-52.363,1.900
-17.537,-52.463,1.900
-17.426,-52.564,1.900
-17.315,-52.664,1.940
-17.203,-52.765,1.950
-17.091,-52.866,1.950
-16.980,-52.966,1.950
-16.869,-53.067,1.950
-16.758,-53.168,1.990
-16.647,-53.268,2.000
-16.535,-53.369,2.000
-16.424,-53.469,2.000
-16.313,-53.570,2.000
-16.201,-53.670,2.000
-16.090,-53.771,2.000
-15.979,-53.872,2.000
-16.086,-53.765,2.000
-16.191,-53.660,2.000
-16.296,-53.554,2.000
-16.402,-53.448,2.000
-16.509,-53.341,2.000
-16.615,-53.235,2.000
-16.721,-53.129,2.000
-16.827,-53.023,2.000
-16.965,-53.069,1.960
-17.103,-53.115,1.920
-17.241,-53.161,1.880
-17.380,-53.207,1.840
-17.519,-53.253,1.800
-17.657,-53.299,1.760
-17.796,-53.345,1.720
-17.935,-53.391,1.680
-18.075,-53.437,1.640
-18.114,-53.286,1.600
-18.151,-53.148,1.600
-18.189,-53.002,1.600
-18.228,-52.857,1.600
-18.266,-52.712,1.600
-18.272,-52.562,1.600
-18.279,-52.413,1.600
-18.285,-52.263,1.600
-18.292,-52.113,1.600
-18.298,-51.958,1.600
-18.304,-51.813,1.600
-18.448,-51.771,1.600
-18.592,-51.729,1.600
-18.736,-51.687,1.600
-18.881,-51.645,1.600
-19.024,-51.603,1.600
-19.174,-51.593,1.600
-19.328,-51.583,1.600
-19.473,-51.574,1.600
-19.623,-51.564,1.600
-19.773,-51.554,1.600
-19.922,-51.544,1.600
-20.071,-51.534,1.600
-20.222,-51.532,1.600
-20.372,-51.530,1.600
-20.522,-51.528,1.600
-20.682,-51.526,1.600
-20.822,-51.524,1.600
-20.972,-51.522,1.600
-21.122,-51.522,1.600
-21.272,-51.521,1.600
-21.422,-51.521,1.600
